Student_ID,Region,Gender,Enrollment_Type,Subject_Group,SSC_I_Marks,SSC_II_Marks,HSSC_I_Marks,Attendance_Rate,Parent_Education_Level,Parent_Income,Study_Hours,Extra_Tuition,School_Type,Previous_Failures,Co_Curricular_Activities,Exam_Attempts,HSSC_II_Marks,HSSC_II_Grade
82064,Chitral,Female,Private,Science,709,509,451,53.62,Graduate,High,4.65,No,Public,0,Yes,2,450,D
82065,Chitral,Female,Regular,Science,653,467,618,94.9,High School,Medium,2.49,No,Private,2,Yes,2,613,B
82066,Charsadda,Female,Private,Science,828,638,836,99.42,High School,High,3.8,Yes,Private,0,Yes,1,382,Fail
82067,Chitral,Female,Private,Science,767,478,379,96.73,College,Medium,2.35,No,Public,1,No,2,647,B
82068,Charsadda,Male,Regular,Arts,386,577,612,88.47,College,Low,1.35,No,Public,0,Yes,1,747,A
82069,Khyber,Female,Private,Science,622,803,584,61.74,College,High,4.09,Yes,Private,2,Yes,2,398,Fail
82070,Peshawar,Male,Private,Science,636,798,360,50.59,High School,High,2.99,No,Private,0,No,2,579,C
82071,Mohmand,Male,Private,Science,317,369,746,93.15,College,Low,2.54,Yes,Private,1,Yes,1,369,Fail
82072,Peshawar,Female,Private,Arts,642,469,569,61.28,College,Low,3.14,Yes,Public,2,No,2,762,A
82073,Khyber,Male,Regular,Arts,813,437,767,73.88,College,Low,1.15,No,Private,1,No,2,659,B
82074,Charsadda,Male,Regular,Arts,311,758,321,84.59,College,Medium,1.94,Yes,Private,2,No,2,565,C
82075,Chitral,Male,Private,Arts,740,687,745,62.66,High School,High,2.15,Yes,Private,0,Yes,2,515,C
82076,Chitral,Male,Private,Arts,312,642,530,64.08,Graduate,High,3.97,No,Public,0,Yes,1,552,C
82077,Charsadda,Male,Regular,Arts,755,423,502,89.95,High School,Low,2.75,Yes,Private,0,No,2,512,C
82078,Charsadda,Female,Regular,Science,503,623,805,65.3,Graduate,High,3.68,No,Public,2,No,1,324,Fail
82079,Khyber,Female,Private,Arts,819,716,455,70.92,High School,Low,2.21,Yes,Public,1,No,1,782,A
82080,Chitral,Female,Private,Science,842,482,819,84.44,High School,Low,4.74,Yes,Private,0,No,2,399,Fail
82081,Peshawar,Female,Regular,Arts,385,546,442,61.86,Graduate,Medium,2.52,No,Public,2,No,1,585,C
82082,Khyber,Female,Regular,Science,492,369,347,94.04,High School,High,3.55,No,Private,1,Yes,2,660,B
82083,Peshawar,Female,Regular,Arts,555,710,648,82.33,Graduate,Medium,4.35,No,Private,0,Yes,2,380,Fail
82084,Chitral,Male,Regular,Arts,832,300,375,55.17,Graduate,Low,4.82,No,Private,0,Yes,1,420,D
82085,Khyber,Male,Regular,Arts,832,742,534,81.16,College,Medium,4.38,No,Private,0,No,2,535,C
82086,Chitral,Male,Regular,Arts,760,787,717,53.94,Graduate,Low,1.44,No,Public,1,Yes,1,697,B
82087,Peshawar,Female,Private,Science,532,845,338,93.95,College,Medium,2.02,Yes,Public,2,Yes,1,601,B
82088,Peshawar,Male,Private,Arts,775,391,717,69.02,College,Low,4.84,Yes,Public,1,No,1,736,A
82089,Peshawar,Female,Regular,Arts,504,372,436,87.42,High School,High,2.45,No,Public,2,Yes,1,664,B
82090,Mohmand,Female,Regular,Arts,384,572,593,69.42,College,High,3.65,Yes,Public,1,Yes,2,490,D
82091,Charsadda,Female,Private,Arts,491,546,776,56.78,High School,Low,1.41,Yes,Public,1,No,1,380,Fail
82092,Mohmand,Male,Regular,Arts,512,772,379,72.79,Graduate,Medium,3.47,No,Private,1,Yes,2,648,B
82093,Charsadda,Female,Private,Science,780,348,528,58.62,College,Low,3.22,Yes,Private,2,Yes,2,557,C
82094,Peshawar,Male,Regular,Science,341,731,541,79.08,Graduate,Medium,4.95,Yes,Private,2,Yes,1,544,C
82095,Peshawar,Female,Private,Arts,413,516,805,87.44,High School,Medium,4.3,No,Public,0,Yes,2,406,D
82096,Khyber,Male,Private,Arts,338,382,665,76.42,Graduate,Medium,2.11,No,Private,1,Yes,1,773,A
82097,Khyber,Male,Regular,Science,657,511,716,92.25,Graduate,High,1.87,No,Public,1,Yes,2,765,A
82098,Peshawar,Male,Private,Arts,383,390,701,69.45,Graduate,Low,3.27,No,Public,2,No,2,587,C
82099,Khyber,Female,Private,Science,536,387,725,62.08,High School,Medium,2.23,No,Public,0,No,2,699,B
82100,Mohmand,Male,Regular,Arts,639,459,761,81.45,College,Low,2.83,No,Private,1,No,2,603,B
82101,Khyber,Female,Private,Arts,773,396,685,97.19,Graduate,Medium,4.78,No,Private,0,No,1,444,D
82102,Chitral,Male,Private,Science,362,387,597,58.49,High School,Medium,1.09,Yes,Private,2,No,2,418,D
82103,Chitral,Female,Private,Arts,346,652,564,79.97,Graduate,High,2.29,Yes,Private,2,Yes,2,734,A
82104,Mohmand,Female,Private,Science,363,461,663,69.34,High School,High,1.65,Yes,Private,1,No,2,796,A
82105,Khyber,Female,Private,Arts,363,712,303,88.36,High School,High,1.55,No,Public,1,No,1,468,D
82106,Chitral,Female,Private,Science,740,493,525,76.74,College,High,2.09,No,Private,2,Yes,1,655,B
82107,Peshawar,Female,Regular,Arts,659,774,469,68.89,College,Low,3.63,Yes,Private,2,No,2,779,A
82108,Khyber,Female,Regular,Science,807,722,622,58.96,High School,High,1.03,Yes,Private,0,Yes,1,773,A
82109,Mohmand,Male,Private,Science,419,609,429,62.11,Graduate,Medium,4.48,No,Public,1,No,1,321,Fail
82110,Khyber,Female,Private,Arts,574,386,430,92.96,College,Medium,4.95,No,Private,2,Yes,2,573,C
82111,Peshawar,Female,Regular,Science,602,645,663,80.72,Graduate,High,2.47,Yes,Public,0,Yes,1,811,A-ONE
82112,Charsadda,Male,Regular,Science,346,689,304,83.64,Graduate,High,1.51,No,Private,0,No,2,826,A-ONE
82113,Khyber,Female,Private,Science,721,468,485,98.44,Graduate,Low,1.39,Yes,Public,2,Yes,1,763,A
82114,Peshawar,Female,Regular,Arts,814,497,506,55.33,High School,High,2.15,No,Public,1,Yes,2,522,C
82115,Charsadda,Female,Private,Arts,553,757,753,89.34,College,Low,1.61,No,Public,2,No,1,779,A
82116,Mohmand,Female,Regular,Arts,782,657,545,94.28,College,Low,1.99,No,Private,0,Yes,2,684,B
82117,Charsadda,Male,Regular,Science,308,697,832,82.29,High School,Low,4.9,Yes,Public,2,Yes,2,309,Fail
82118,Chitral,Male,Regular,Arts,568,307,324,94.91,College,High,4.64,Yes,Private,0,No,2,500,C
82119,Chitral,Male,Private,Science,661,458,798,71.33,College,Low,2.91,Yes,Public,1,No,2,304,Fail
82120,Chitral,Male,Private,Science,805,817,791,55.06,College,Medium,1.13,No,Public,0,Yes,2,575,C
82121,Chitral,Female,Regular,Science,651,452,805,86.14,College,Low,5.0,No,Private,0,No,1,724,A
82122,Khyber,Male,Regular,Arts,640,469,746,52.29,College,Medium,2.76,Yes,Public,0,No,1,366,Fail
82123,Khyber,Female,Regular,Science,767,793,326,55.0,Graduate,Low,4.99,Yes,Public,2,No,1,575,C
82124,Mohmand,Female,Regular,Arts,561,790,810,65.87,College,Low,2.62,No,Public,0,Yes,1,422,D
82125,Chitral,Male,Private,Science,628,767,519,74.61,Graduate,High,1.82,No,Public,1,No,2,557,C
82126,Khyber,Male,Private,Arts,714,826,788,72.64,High School,Low,1.7,No,Private,2,Yes,1,424,D
82127,Chitral,Male,Regular,Science,613,746,323,79.39,College,Medium,4.25,No,Public,0,No,1,518,C
82128,Charsadda,Male,Private,Science,703,647,645,71.52,Graduate,High,1.58,Yes,Public,2,No,2,658,B
82129,Khyber,Female,Regular,Science,524,593,492,71.36,College,Low,2.54,No,Public,1,No,2,634,B
82130,Chitral,Male,Regular,Arts,547,510,369,71.62,Graduate,Low,2.09,Yes,Private,0,Yes,2,552,C
82131,Chitral,Male,Regular,Arts,358,675,563,70.92,Graduate,Low,1.9,No,Public,1,No,1,601,B
82132,Chitral,Male,Private,Arts,654,674,454,88.76,Graduate,Low,1.14,No,Private,1,No,1,507,C
82133,Khyber,Male,Regular,Science,477,415,309,90.88,College,Medium,1.13,Yes,Public,0,No,2,512,C
82134,Charsadda,Male,Private,Arts,671,633,699,58.38,High School,High,2.72,No,Private,0,No,1,602,B
82135,Charsadda,Male,Private,Arts,490,334,708,78.61,High School,High,2.43,No,Public,0,Yes,1,492,D
82136,Khyber,Male,Regular,Arts,657,576,384,79.33,Graduate,Low,1.79,Yes,Public,2,Yes,1,420,D
82137,Peshawar,Male,Regular,Science,476,579,603,69.8,Graduate,High,3.29,Yes,Public,2,No,2,454,D
82138,Chitral,Female,Private,Science,413,708,346,53.57,Graduate,Low,1.12,No,Private,1,Yes,1,577,C
82139,Mohmand,Female,Regular,Science,818,356,825,58.91,High School,Low,4.92,No,Private,0,Yes,2,511,C
82140,Chitral,Female,Private,Science,736,742,809,98.7,High School,Medium,3.59,No,Private,1,Yes,2,322,Fail
82141,Chitral,Male,Regular,Arts,502,328,495,59.74,High School,Medium,3.91,Yes,Public,0,No,2,681,B
82142,Mohmand,Male,Private,Science,454,752,456,63.22,High School,High,4.8,Yes,Public,1,Yes,1,390,Fail
82143,Mohmand,Female,Private,Science,413,341,447,51.32,College,Medium,3.33,No,Public,2,Yes,2,744,A
82144,Mohmand,Male,Private,Arts,386,407,371,55.3,Graduate,High,1.98,No,Public,1,Yes,2,602,B
82145,Chitral,Male,Private,Science,849,798,582,79.7,College,Low,4.19,Yes,Private,1,No,1,451,D
82146,Mohmand,Female,Private,Science,404,305,686,63.2,College,High,3.77,Yes,Public,2,Yes,2,682,B
82147,Charsadda,Male,Private,Science,418,528,766,99.54,Graduate,Medium,2.74,Yes,Private,2,No,1,582,C
82148,Charsadda,Male,Regular,Arts,443,309,665,79.25,College,High,2.78,No,Public,2,Yes,2,459,D
82149,Khyber,Male,Regular,Arts,726,427,430,97.84,High School,High,2.61,No,Public,0,Yes,2,637,B
82150,Mohmand,Female,Private,Arts,762,555,667,88.33,High School,Medium,4.92,No,Private,2,Yes,2,762,A
82151,Mohmand,Male,Regular,Arts,789,685,407,91.28,High School,Medium,3.75,Yes,Public,1,Yes,2,406,D
82152,Khyber,Female,Regular,Arts,481,354,709,85.54,Graduate,Medium,1.74,Yes,Private,2,No,2,691,B
82153,Mohmand,Female,Private,Science,404,301,644,55.98,High School,Medium,3.7,Yes,Private,0,No,2,795,A
82154,Peshawar,Male,Regular,Arts,713,732,491,54.54,High School,Low,2.36,No,Public,0,No,1,346,Fail
82155,Mohmand,Female,Private,Arts,722,727,379,87.01,High School,High,3.38,Yes,Private,0,No,1,505,C
82156,Charsadda,Female,Regular,Science,427,415,414,84.94,High School,High,4.07,Yes,Public,0,Yes,1,386,Fail
82157,Khyber,Female,Regular,Arts,712,630,745,89.09,High School,Medium,1.36,Yes,Public,2,No,1,325,Fail
82158,Charsadda,Male,Regular,Arts,388,760,777,69.21,College,High,3.06,No,Public,1,Yes,1,546,C
82159,Charsadda,Female,Regular,Arts,828,739,413,69.98,High School,Low,1.78,No,Public,0,Yes,2,726,A
82160,Peshawar,Female,Private,Science,437,544,362,51.84,Graduate,Medium,1.8,Yes,Public,2,No,1,513,C
82161,Chitral,Male,Regular,Science,491,371,399,62.04,Graduate,Medium,2.59,Yes,Private,0,No,2,352,Fail
82162,Khyber,Male,Private,Arts,469,575,435,91.48,High School,Medium,3.22,No,Public,1,No,1,320,Fail
82163,Chitral,Female,Regular,Arts,696,644,821,66.87,High School,Low,4.92,No,Public,0,No,2,747,A
82164,Chitral,Female,Private,Science,655,401,330,68.37,College,High,2.41,No,Public,2,No,2,313,Fail
82165,Peshawar,Female,Regular,Arts,365,842,453,71.58,College,Medium,3.88,Yes,Public,2,Yes,1,373,Fail
82166,Mohmand,Male,Regular,Science,611,800,708,73.29,College,Low,1.26,No,Public,2,Yes,1,578,C
82167,Charsadda,Male,Regular,Arts,507,472,417,77.57,High School,Low,3.83,No,Private,2,Yes,1,744,A
82168,Chitral,Female,Private,Science,706,846,813,51.89,Graduate,Low,2.88,Yes,Private,0,Yes,2,394,Fail
82169,Mohmand,Male,Private,Arts,353,833,825,52.19,High School,Low,1.1,No,Private,1,No,2,765,A
82170,Peshawar,Male,Regular,Arts,744,418,418,80.25,High School,Low,2.65,No,Public,1,No,2,509,C
82171,Mohmand,Male,Private,Arts,612,809,659,55.87,High School,High,3.86,Yes,Private,1,No,2,345,Fail
82172,Chitral,Female,Private,Arts,357,546,724,99.75,Graduate,High,2.72,No,Private,2,No,1,614,B
82173,Charsadda,Male,Regular,Arts,575,555,308,98.71,High School,High,2.42,Yes,Public,0,No,1,821,A-ONE
82174,Charsadda,Male,Private,Science,556,335,686,94.98,Graduate,Low,3.68,No,Private,1,Yes,1,590,C
82175,Peshawar,Female,Regular,Science,463,770,457,63.56,High School,Medium,3.21,No,Public,1,Yes,2,475,D
82176,Peshawar,Male,Private,Science,460,812,346,78.76,College,Medium,3.04,No,Public,0,No,2,367,Fail
82177,Peshawar,Female,Private,Arts,341,635,334,91.11,College,Medium,3.22,No,Public,2,Yes,1,446,D
82178,Peshawar,Male,Private,Arts,393,350,829,74.25,Graduate,Medium,3.66,Yes,Public,2,Yes,1,444,D
82179,Peshawar,Female,Regular,Arts,564,708,585,55.66,College,Medium,2.9,No,Private,2,Yes,1,774,A
82180,Peshawar,Male,Private,Arts,345,373,652,78.37,Graduate,Low,2.62,No,Public,1,Yes,2,814,A-ONE
82181,Chitral,Female,Private,Arts,397,675,319,81.39,Graduate,Low,1.68,No,Private,0,Yes,1,397,Fail
82182,Charsadda,Male,Private,Arts,382,582,817,61.04,Graduate,Low,3.71,Yes,Public,2,Yes,1,559,C
82183,Khyber,Male,Private,Arts,563,568,402,72.14,College,High,1.82,No,Public,2,No,2,683,B
82184,Mohmand,Female,Private,Arts,405,310,754,93.32,Graduate,High,1.44,Yes,Private,0,No,2,621,B
82185,Charsadda,Male,Private,Science,760,839,634,56.54,High School,Medium,4.43,No,Private,0,Yes,1,720,A
82186,Peshawar,Male,Private,Science,427,782,482,74.31,College,Medium,1.5,Yes,Private,0,Yes,2,529,C
82187,Chitral,Male,Private,Science,811,314,304,81.27,College,Medium,1.14,Yes,Public,2,Yes,1,495,D
82188,Chitral,Female,Regular,Science,557,649,757,69.49,College,Low,3.49,No,Private,0,Yes,2,607,B
82189,Peshawar,Male,Regular,Science,714,381,312,57.69,Graduate,High,1.94,Yes,Public,1,No,1,325,Fail
82190,Peshawar,Female,Regular,Science,433,574,481,56.91,College,High,2.5,Yes,Private,1,Yes,1,791,A
82191,Chitral,Male,Regular,Arts,467,420,390,74.15,Graduate,Medium,3.56,Yes,Private,0,No,2,460,D
82192,Khyber,Male,Regular,Science,356,796,502,79.81,High School,Medium,2.68,Yes,Public,1,No,1,619,B
82193,Mohmand,Female,Private,Science,464,408,625,62.64,College,Medium,2.21,No,Private,1,Yes,1,353,Fail
82194,Peshawar,Female,Private,Science,711,363,692,68.96,Graduate,Low,4.32,Yes,Private,2,No,2,600,B
82195,Chitral,Male,Regular,Science,383,421,801,56.15,High School,Medium,1.66,No,Private,1,No,2,638,B
82196,Mohmand,Female,Private,Arts,331,632,570,92.09,College,Medium,4.28,Yes,Public,1,No,2,433,D
82197,Khyber,Male,Regular,Arts,443,832,699,90.58,High School,High,2.61,No,Private,0,Yes,1,608,B
82198,Mohmand,Male,Regular,Arts,397,736,820,93.73,College,Low,3.76,No,Public,2,Yes,1,588,C
82199,Peshawar,Female,Regular,Science,513,386,653,74.28,High School,High,4.27,Yes,Public,2,Yes,2,477,D
82200,Chitral,Male,Private,Arts,518,671,612,60.58,College,Low,4.01,No,Private,0,No,1,450,D
82201,Chitral,Male,Private,Arts,844,564,304,80.91,College,High,2.49,Yes,Private,1,No,1,411,D
82202,Khyber,Female,Private,Arts,497,467,778,97.72,High School,High,4.32,Yes,Public,1,Yes,2,468,D
82203,Chitral,Female,Private,Science,628,507,362,78.26,High School,Low,2.72,No,Private,0,Yes,1,692,B
82204,Chitral,Male,Regular,Arts,677,497,422,58.79,Graduate,High,4.0,No,Private,1,No,1,632,B
82205,Khyber,Female,Regular,Arts,570,436,310,99.67,High School,High,2.9,Yes,Private,0,No,2,596,C
82206,Mohmand,Male,Regular,Science,486,583,659,60.18,College,High,4.24,Yes,Public,2,Yes,2,733,A
82207,Peshawar,Female,Private,Arts,405,823,810,88.15,Graduate,Medium,1.13,No,Private,1,No,1,482,D
82208,Mohmand,Female,Regular,Science,813,603,565,99.92,High School,Medium,2.67,Yes,Public,0,No,2,761,A
82209,Chitral,Female,Private,Science,828,677,733,58.51,High School,Medium,4.12,No,Private,1,No,1,795,A
82210,Khyber,Male,Regular,Science,825,791,384,97.04,College,Low,4.74,Yes,Public,2,Yes,2,495,D
82211,Khyber,Male,Private,Arts,359,550,662,87.35,College,Medium,1.38,No,Public,0,No,1,654,B
82212,Mohmand,Female,Regular,Science,764,766,553,62.37,High School,High,4.72,Yes,Private,0,No,2,788,A
82213,Peshawar,Male,Regular,Science,405,396,641,62.3,Graduate,Low,1.43,No,Private,2,No,1,665,B
82214,Mohmand,Female,Regular,Arts,550,739,659,61.35,Graduate,Low,4.23,Yes,Private,2,No,1,513,C
82215,Khyber,Male,Regular,Science,333,573,841,83.68,High School,High,2.76,Yes,Private,1,Yes,1,586,C
82216,Charsadda,Male,Regular,Science,652,459,827,65.6,Graduate,High,2.56,Yes,Private,0,Yes,2,439,D
82217,Mohmand,Female,Regular,Science,653,399,685,57.58,College,High,4.67,Yes,Private,0,No,1,405,D
82218,Mohmand,Male,Private,Arts,498,529,587,80.56,Graduate,Low,1.61,Yes,Private,0,Yes,2,650,B
82219,Peshawar,Male,Private,Science,652,419,418,52.63,Graduate,High,1.86,No,Public,1,Yes,1,801,A-ONE
82220,Khyber,Male,Regular,Arts,844,689,715,58.52,High School,Low,4.04,Yes,Private,1,No,1,814,A-ONE
82221,Peshawar,Male,Regular,Science,346,751,693,58.7,College,High,3.67,No,Private,1,No,1,704,A
82222,Chitral,Female,Private,Arts,313,516,710,71.47,College,Low,1.28,Yes,Private,2,Yes,2,723,A
82223,Charsadda,Female,Private,Arts,764,539,658,88.48,High School,Low,2.57,Yes,Public,2,Yes,1,508,C
82224,Chitral,Male,Private,Arts,576,697,383,76.01,College,Medium,4.81,Yes,Public,2,Yes,2,464,D
82225,Mohmand,Female,Regular,Arts,579,699,376,56.1,Graduate,High,2.15,No,Private,0,Yes,1,575,C
82226,Mohmand,Male,Private,Arts,392,498,810,92.21,Graduate,High,1.57,No,Private,2,No,1,642,B
82227,Chitral,Female,Private,Arts,501,454,780,73.5,College,Medium,2.49,No,Public,2,No,1,674,B
82228,Khyber,Female,Private,Arts,385,736,437,66.25,High School,Low,2.81,Yes,Private,0,Yes,1,543,C
82229,Khyber,Female,Private,Science,461,732,792,80.61,College,High,3.21,No,Private,1,Yes,1,486,D
82230,Chitral,Female,Private,Arts,414,329,503,90.65,Graduate,Low,4.59,Yes,Private,2,No,1,635,B
82231,Chitral,Male,Private,Science,473,779,448,74.11,Graduate,Medium,3.93,No,Private,0,Yes,2,395,Fail
82232,Chitral,Female,Regular,Science,446,824,528,73.31,Graduate,Low,3.9,Yes,Public,0,Yes,1,343,Fail
82233,Peshawar,Female,Regular,Science,542,349,598,60.53,High School,Medium,4.07,No,Private,0,Yes,2,530,C
82234,Khyber,Male,Private,Science,524,594,763,58.39,Graduate,High,3.87,No,Public,0,Yes,1,669,B
82235,Charsadda,Female,Private,Arts,525,333,544,50.48,Graduate,Low,4.66,Yes,Public,1,Yes,1,642,B
82236,Peshawar,Female,Private,Arts,537,569,703,81.83,High School,Medium,2.15,No,Public,0,No,1,771,A
82237,Mohmand,Male,Regular,Science,658,565,649,93.31,College,High,3.55,No,Public,1,No,2,798,A
82238,Mohmand,Female,Private,Science,558,542,519,58.89,High School,Low,3.44,Yes,Public,0,No,2,331,Fail
82239,Peshawar,Female,Private,Science,451,579,845,88.45,High School,Low,2.35,No,Public,1,Yes,2,323,Fail
82240,Mohmand,Female,Regular,Arts,519,615,525,92.69,High School,Low,3.61,No,Public,1,Yes,2,730,A
82241,Peshawar,Male,Private,Arts,504,357,784,72.29,High School,Low,4.26,No,Private,2,Yes,2,805,A-ONE
82242,Chitral,Male,Regular,Arts,810,829,447,50.73,High School,Medium,1.32,No,Public,1,No,2,716,A
82243,Khyber,Male,Regular,Science,757,399,843,73.74,High School,Low,3.47,No,Private,2,No,1,465,D
82244,Charsadda,Male,Private,Arts,315,641,677,89.1,High School,Low,4.88,No,Public,0,No,1,570,C
82245,Charsadda,Female,Private,Arts,627,312,424,75.7,High School,Medium,3.62,No,Private,1,No,1,639,B
82246,Charsadda,Male,Private,Arts,620,831,632,72.39,Graduate,Low,4.91,Yes,Private,1,Yes,2,505,C
82247,Mohmand,Female,Regular,Science,737,569,722,77.54,High School,High,1.34,Yes,Private,0,Yes,2,365,Fail
82248,Khyber,Female,Regular,Arts,457,824,746,54.4,Graduate,High,2.44,Yes,Private,0,Yes,2,767,A
82249,Charsadda,Female,Private,Arts,371,775,344,67.25,College,Low,1.5,No,Private,2,Yes,1,618,B
82250,Chitral,Female,Private,Arts,824,361,442,95.19,College,Medium,4.38,Yes,Public,2,Yes,2,622,B
82251,Khyber,Male,Private,Arts,568,727,490,67.02,Graduate,Low,1.08,Yes,Public,0,No,1,540,C
82252,Charsadda,Female,Regular,Science,656,351,439,86.45,High School,Low,1.84,No,Public,0,Yes,2,676,B
82253,Khyber,Male,Private,Arts,627,802,758,62.8,College,High,1.45,No,Public,0,Yes,1,753,A
82254,Khyber,Male,Regular,Science,530,454,411,96.76,Graduate,Low,1.85,No,Private,0,Yes,1,574,C
82255,Peshawar,Male,Private,Arts,441,382,379,89.91,High School,Low,3.17,No,Private,2,Yes,1,541,C
82256,Charsadda,Male,Private,Arts,663,572,631,89.89,Graduate,High,4.57,Yes,Public,1,No,2,710,A
82257,Charsadda,Male,Private,Science,360,392,352,74.49,High School,Medium,2.55,No,Public,0,Yes,1,536,C
82258,Charsadda,Female,Regular,Science,517,685,701,97.36,Graduate,Medium,2.27,No,Private,2,Yes,1,335,Fail
82259,Peshawar,Male,Regular,Science,524,770,749,50.43,High School,Medium,3.87,Yes,Public,1,Yes,1,718,A
82260,Charsadda,Male,Private,Science,366,307,541,62.21,High School,Medium,3.37,Yes,Private,2,Yes,1,313,Fail
82261,Peshawar,Female,Regular,Arts,515,339,311,81.11,College,Medium,1.26,Yes,Private,0,No,2,657,B
82262,Charsadda,Male,Regular,Arts,750,521,660,89.45,High School,Low,2.91,Yes,Private,0,Yes,2,434,D
82263,Chitral,Female,Private,Science,497,333,406,71.06,College,Low,4.13,Yes,Public,1,No,1,509,C
82264,Mohmand,Male,Regular,Arts,520,827,376,66.5,College,Medium,2.46,Yes,Private,1,Yes,2,705,A
82265,Chitral,Female,Private,Arts,497,627,661,69.99,Graduate,Medium,3.8,No,Public,2,Yes,1,301,Fail
82266,Khyber,Male,Regular,Arts,413,626,343,55.81,High School,Low,4.99,No,Public,1,No,1,626,B
82267,Khyber,Female,Regular,Arts,601,642,321,51.02,College,High,1.06,Yes,Public,2,Yes,2,718,A
82268,Mohmand,Female,Regular,Science,653,635,356,64.5,High School,High,4.41,Yes,Private,2,Yes,1,617,B
82269,Charsadda,Male,Private,Science,498,680,756,68.87,High School,Medium,4.77,Yes,Private,1,Yes,2,615,B
82270,Charsadda,Male,Regular,Science,439,756,494,63.52,Graduate,Low,2.27,Yes,Public,2,No,1,367,Fail
82271,Chitral,Female,Private,Arts,407,711,495,65.99,Graduate,Low,1.19,No,Private,2,Yes,2,760,A
82272,Khyber,Male,Regular,Arts,668,369,622,54.97,Graduate,Low,3.6,Yes,Public,2,No,2,377,Fail
82273,Peshawar,Male,Private,Science,791,637,515,67.04,College,Medium,2.07,Yes,Private,2,No,2,601,B
82274,Peshawar,Male,Private,Science,396,497,508,67.17,College,High,2.31,No,Public,1,No,2,707,A
82275,Khyber,Male,Regular,Arts,836,723,621,55.37,High School,Medium,3.13,Yes,Private,2,No,2,686,B
82276,Peshawar,Female,Private,Arts,428,630,829,63.29,High School,Low,3.4,Yes,Public,2,No,2,464,D
82277,Mohmand,Male,Private,Arts,514,798,672,98.49,Graduate,Low,1.33,Yes,Public,1,No,1,553,C
82278,Mohmand,Female,Regular,Science,686,738,839,62.27,Graduate,Low,4.27,No,Public,0,Yes,2,710,A
82279,Peshawar,Female,Regular,Arts,623,488,586,55.06,Graduate,Low,3.58,No,Private,1,Yes,2,317,Fail
82280,Charsadda,Female,Regular,Arts,498,486,528,76.77,College,High,3.87,Yes,Private,1,No,1,318,Fail
82281,Mohmand,Male,Regular,Science,374,722,618,91.19,High School,Medium,1.35,Yes,Public,1,No,2,395,Fail
82282,Mohmand,Female,Regular,Arts,706,619,689,87.62,Graduate,High,1.21,Yes,Private,1,No,2,726,A
82283,Charsadda,Male,Regular,Science,595,353,752,97.09,Graduate,Medium,4.35,Yes,Public,1,No,2,318,Fail
82284,Peshawar,Female,Private,Science,631,381,621,83.61,College,High,2.61,No,Public,2,Yes,2,602,B
82285,Mohmand,Male,Private,Arts,695,607,809,94.02,High School,Medium,4.1,No,Private,2,No,2,422,D
82286,Peshawar,Female,Private,Science,621,338,799,96.56,High School,Low,1.31,No,Public,2,Yes,2,438,D
82287,Khyber,Female,Private,Arts,415,508,667,58.89,High School,High,3.75,Yes,Public,0,No,1,813,A-ONE
82288,Mohmand,Male,Private,Science,830,386,693,92.35,College,Medium,2.88,No,Private,1,Yes,1,690,B
82289,Chitral,Male,Private,Science,707,828,578,69.55,Graduate,Low,2.64,No,Private,0,No,1,506,C
82290,Mohmand,Female,Regular,Science,793,349,713,92.27,College,Medium,4.34,Yes,Private,1,No,2,820,A-ONE
82291,Khyber,Male,Private,Arts,410,838,340,56.67,High School,Low,3.11,No,Private,0,No,2,737,A
82292,Mohmand,Female,Regular,Science,577,693,594,57.98,College,Low,4.41,Yes,Public,1,No,2,377,Fail
82293,Khyber,Male,Regular,Science,442,625,451,66.57,College,Medium,2.18,Yes,Private,2,Yes,1,587,C
82294,Mohmand,Female,Private,Arts,619,660,398,61.53,High School,Medium,3.71,No,Public,1,Yes,2,485,D
82295,Peshawar,Female,Private,Science,691,839,668,75.44,Graduate,Low,4.61,Yes,Public,1,No,1,688,B
82296,Mohmand,Female,Private,Science,690,360,834,62.07,High School,High,4.03,No,Private,2,Yes,1,377,Fail
82297,Charsadda,Male,Regular,Arts,805,831,825,63.05,High School,Medium,3.45,No,Public,1,No,2,372,Fail
82298,Mohmand,Female,Private,Science,647,578,695,93.36,Graduate,High,1.52,No,Public,0,No,1,562,C
82299,Chitral,Female,Private,Science,629,446,400,51.11,Graduate,Medium,3.64,No,Private,1,No,2,340,Fail
82300,Khyber,Male,Private,Arts,434,691,759,54.96,Graduate,High,2.53,Yes,Public,1,No,2,666,B
82301,Charsadda,Male,Regular,Arts,409,819,612,98.5,College,High,3.16,No,Public,1,Yes,2,729,A
82302,Peshawar,Female,Private,Arts,614,676,587,57.9,College,Low,3.42,Yes,Private,2,Yes,1,794,A
82303,Chitral,Female,Regular,Arts,652,635,786,75.94,High School,Low,2.86,Yes,Public,0,No,1,805,A-ONE
82304,Charsadda,Female,Regular,Science,584,357,431,86.46,Graduate,Low,2.79,Yes,Public,0,Yes,1,411,D
82305,Peshawar,Male,Private,Science,628,539,707,93.11,High School,Low,1.87,No,Public,0,Yes,1,520,C
82306,Chitral,Male,Private,Science,615,534,450,83.23,College,High,3.11,Yes,Public,1,No,1,656,B
82307,Khyber,Male,Private,Science,411,471,609,65.55,High School,Low,2.64,No,Private,1,Yes,2,309,Fail
82308,Chitral,Female,Regular,Science,418,707,447,79.01,Graduate,Low,1.6,Yes,Public,2,No,1,742,A
